cell_id,nhit_bin,predE_bin,r_opt_deg,sigma_deg,containment_r_opt,N_on,B_on,N_off,alpha,excess,excess_err_stat,excess_err_conservative,known_b_sigma,li_ma_sigma,background_mode,background_form,statistic_kind,statistic_note
60,"[800,1100)",>=6,1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
61,"[1100,2000)","[2,2.5)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
62,"[1100,2000)","[2.5,3)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
63,"[1100,2000)","[3,3.25)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
64,"[1100,2000)","[3.25,3.5)",1.5800000429153442,1.0,0.7129790186882019,33,36.034180820147895,nan,nan,-3.0341808201478955,5.744562646538029,8.308681051776382,-0.5128115173528621,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
65,"[1100,2000)","[3.5,3.75)",0.22228741645812988,0.1406882256269455,0.7233335971832275,54,7.28742134727984,nan,nan,46.71257865272016,7.3484692283495345,7.828628318376077,11.085167827955322,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
66,"[1100,2000)","[3.75,4.0)",0.2172287553548813,0.1374865472316742,0.7136972546577454,131,14.748509627078077,nan,nan,116.25149037292192,11.445523142259598,12.072634742552186,18.43148134701311,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
67,"[1100,2000)","[4.0,4.25)",0.23240472376346588,0.1470915973186493,0.7426062822341919,93,12.890655576140784,nan,nan,80.10934442385921,9.643650760992955,10.290318536184426,14.399143007139132,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
68,"[1100,2000)","[4.25,4.5)",0.29243433475494385,0.1850850135087967,0.8714531660079956,44,16.286184165563817,nan,nan,27.713815834436183,6.6332495807108,7.764417825282448,5.659783283026403,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
69,"[1100,2000)","[4.5,4.75)",0.5586923360824585,0.35360273718833923,0.7991706728935242,46,17.126581818554335,nan,nan,28.873418181445665,6.782329983125268,7.945223836906946,5.75760811622132,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
